PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"32118728","Detection of extremity chronic traumatic osteomyelitis by machine learning based on computed-tomography images: A retrospective study","Wu Y, Lu X, Hong J, Lin W, Chen S, Mou S, Feng G, Yan R, Cheng Z.","Medicine (Baltimore). 2020 Feb;99(9):e19239. doi: 10.1097/MD.0000000000019239.","Wu Y","Medicine (Baltimore)","2020","2020/03/03","PMC7478522","","10.1097/MD.0000000000019239"
"32084166","ChronoMID-Cross-modal neural networks for 3-D temporal medical imaging data","Rakowski AG, Veličković P, Dall'Ara E, Liò P.","PLoS One. 2020 Feb 21;15(2):e0228962. doi: 10.1371/journal.pone.0228962. eCollection 2020.","Rakowski AG","PLoS One","2020","2020/02/22","PMC7034884","","10.1371/journal.pone.0228962"
"32058080","Decoding rejuvenating effects of mechanical loading on skeletal aging using in vivo μCT imaging and deep learning","Asgharzadeh P, Röhrle O, Willie BM, Birkhold AI.","Acta Biomater. 2020 Apr 1;106:193-207. doi: 10.1016/j.actbio.2020.02.007. Epub 2020 Feb 11.","Asgharzadeh P","Acta Biomater","2020","2020/02/15","","","10.1016/j.actbio.2020.02.007"
"33777595","Clinical Micro-CT Empowered by Interior Tomography, Robotic Scanning, and Deep Learning","Li M, Fang Z, Cong W, Niu C, Wu W, Uher J, Bennett J, Rubinstein JT, Wang GE.","IEEE Access. 2020;8:229018-229032. doi: 10.1109/access.2020.3046187. Epub 2020 Dec 21.","Li M","IEEE Access","2020","2021/03/29","PMC7996632","NIHMS1658873","10.1109/access.2020.3046187"
"31880831","Micromorphology of osteoderms in Dasypodidae (Cingulata, Mammalia): Characterization and 3D-reconstructions","Scarano AC, Ciancio MR, Barbeito-Andrés J, Barbeito CG, Krmpotic CM.","J Morphol. 2020 Feb;281(2):258-272. doi: 10.1002/jmor.21096. Epub 2019 Dec 27.","Scarano AC","J Morphol","2020","2019/12/28","","","10.1002/jmor.21096"
"31323132","Metabolic profiling of serum in patients with cartilage tumours using (1) H-NMR spectroscopy: A pilot study","López-Garrido L, Bañuelos-Hernández AE, Pérez-Hernández E, Tecualt-Gómez R, Quiroz-Williams J, Ariza-Castolo A, Becerra-Martínez E, Pérez-Hernández N.","Magn Reson Chem. 2020 Jan;58(1):65-76. doi: 10.1002/mrc.4925. Epub 2019 Jul 19.","López-Garrido L","Magn Reson Chem","2020","2019/07/20","","","10.1002/mrc.4925"
"31276849","Mandibular bone is protected against microarchitectural alterations and bone marrow adipose conversion in ovariectomized rats","Coutel X, Delattre J, Marchandise P, Falgayrac G, Béhal H, Kerckhofs G, Penel G, Olejnik C.","Bone. 2019 Oct;127:343-352. doi: 10.1016/j.bone.2019.06.031. Epub 2019 Jul 2.","Coutel X","Bone","2019","2019/07/06","","","10.1016/j.bone.2019.06.031"
"31004486","Functional coupling in the evolution of suction feeding and gill ventilation of sculpins (Perciformes: Cottoidei)","Farina SC, Knope ML, Corn KA, Summers AP, Bemis WE.","Integr Comp Biol. 2019 Aug 1;59(2):394-409. doi: 10.1093/icb/icz022.","Farina SC","Integr Comp Biol","2019","2019/04/21","","","10.1093/icb/icz022"
"30838584","Using ImageJ (Fiji) to Analyze and Present X-Ray CT Images of Enamel","Brookes SJ.","Methods Mol Biol. 2019;1922:267-291. doi: 10.1007/978-1-4939-9012-2_26.","Brookes SJ","Methods Mol Biol","2019","2019/03/07","","","10.1007/978-1-4939-9012-2_26"
"30477282","Raman Spectroscopic Analysis to Detect Reduced Bone Quality after Sciatic Neurectomy in Mice","Ishimaru Y, Oshima Y, Imai Y, Iimura T, Takanezawa S, Hino K, Miura H.","Molecules. 2018 Nov 25;23(12):3081. doi: 10.3390/molecules23123081.","Ishimaru Y","Molecules","2018","2018/11/28","PMC6321365","","10.3390/molecules23123081"
"30267882","Deciphering the combined effect of bone morphogenetic protein 6 and calcium phosphate on bone formation capacity of periosteum derived cells-based tissue engineering constructs","Ji W, Kerckhofs G, Geeroms C, Marechal M, Geris L, Luyten FP.","Acta Biomater. 2018 Oct 15;80:97-107. doi: 10.1016/j.actbio.2018.09.046. Epub 2018 Sep 26.","Ji W","Acta Biomater","2018","2018/09/30","","","10.1016/j.actbio.2018.09.046"
"30184248","Flesh and bone: An integrative approach towards sexual size dimorphism of a terrestrial salamander (genus Salamandrina)","Pogoda P, Kupfer A.","J Morphol. 2018 Oct;279(10):1468-1479. doi: 10.1002/jmor.20883. Epub 2018 Sep 5.","Pogoda P","J Morphol","2018","2018/09/06","","","10.1002/jmor.20883"
"29758447","Experimental sharp force injuries to ribs: Multimodal morphological and geometric morphometric analyses using micro-CT, macro photography and SEM","Komo L, Grassberger M.","Forensic Sci Int. 2018 Jul;288:189-200. doi: 10.1016/j.forsciint.2018.04.048. Epub 2018 May 1.","Komo L","Forensic Sci Int","2018","2018/05/15","","","10.1016/j.forsciint.2018.04.048"
"29740057","Mechanical adaptation of trabecular bone morphology in the mammalian mandible","Watson PJ, Fitton LC, Meloro C, Fagan MJ, Gröning F.","Sci Rep. 2018 May 8;8(1):7277. doi: 10.1038/s41598-018-25597-0.","Watson PJ","Sci Rep","2018","2018/05/10","PMC5940912","","10.1038/s41598-018-25597-0"
"29492335","MIA-Clustering: a novel method for segmentation of paleontological material","Dunmore CJ, Wollny G, Skinner MM.","PeerJ. 2018 Feb 23;6:e4374. doi: 10.7717/peerj.4374. eCollection 2018.","Dunmore CJ","PeerJ","2018","2018/03/02","PMC5826037","","10.7717/peerj.4374"
"29446086","Subchondral bone morphology in the metacarpus of racehorses in training changes with distance from the articular surface but not with age","Martig S, Hitchens PL, Stevenson MA, Whitton RC.","J Anat. 2018 Jun;232(6):919-930. doi: 10.1111/joa.12794. Epub 2018 Feb 15.","Martig S","J Anat","2018","2018/02/16","PMC5979622","","10.1111/joa.12794"
"29187770","Classification of micro-CT images using 3D characterization of bone canal patterns in human osteogenesis imperfecta","Abidin AZ, Jameson J, Molthen R, Wismüller A.","Proc SPIE Int Soc Opt Eng. 2017 Mar;10134:1013413. doi: 10.1117/12.2254421.","Abidin AZ","Proc SPIE Int Soc Opt Eng","2017","2017/12/01","PMC5703648","NIHMS888769","10.1117/12.2254421"
"29183290","Modeling, validation and verification of three-dimensional cell-scaffold contacts from terabyte-sized images","Bajcsy P, Yoon S, Florczyk SJ, Hotaling NA, Simon M, Szczypinski PM, Schaub NJ, Simon CG Jr, Brady M, Sriram RD.","BMC Bioinformatics. 2017 Nov 28;18(1):526. doi: 10.1186/s12859-017-1928-x.","Bajcsy P","BMC Bioinformatics","2017","2017/11/30","PMC5706418","","10.1186/s12859-017-1928-x"
"28693418","Phylogenetic conservatism in skulls and evolutionary lability in limbs - morphological evolution across an ancient frog radiation is shaped by diet, locomotion and burrowing","Vidal-García M, Scott Keogh J.","BMC Evol Biol. 2017 Jul 10;17(1):165. doi: 10.1186/s12862-017-0993-0.","Vidal-García M","BMC Evol Biol","2017","2017/07/12","PMC5504843","","10.1186/s12862-017-0993-0"
"28692998","A New Ensemble Classification System For Fracture Zone Prediction Using Imbalanced Micro-CT Bone Morphometrical Data","Korfiatis VC, Tassani S, Matsopoulos GK, Korfiatis VC, Tassani S, Matsopoulos GK.","IEEE J Biomed Health Inform. 2018 Jul;22(4):1189-1196. doi: 10.1109/JBHI.2017.2723463. Epub 2017 Jul 4.","Korfiatis VC","IEEE J Biomed Health Inform","2018","2017/07/11","","","10.1109/JBHI.2017.2723463"
"28060917","A Novel Mouse Segmentation Method Based on Dynamic Contrast Enhanced Micro-CT Images","Yan D, Zhang Z, Luo Q, Yang X.","PLoS One. 2017 Jan 6;12(1):e0169424. doi: 10.1371/journal.pone.0169424. eCollection 2017.","Yan D","PLoS One","2017","2017/01/07","PMC5217965","","10.1371/journal.pone.0169424"
"27329823","Patterns of postnatal ontogeny of the skull and lower jaw of snakes as revealed by micro-CT scan data and three-dimensional geometric morphometrics","Palci A, Lee MS, Hutchinson MN.","J Anat. 2016 Dec;229(6):723-754. doi: 10.1111/joa.12509. Epub 2016 Jun 22.","Palci A","J Anat","2016","2016/06/23","PMC5108151","","10.1111/joa.12509"
"27177907","Micro-CT assessment of changes in the morphology and position of the immature mandibular canal during early growth","Hutchinson EF, Florentino G, Hoffman J, Kramer B.","Surg Radiol Anat. 2017 Feb;39(2):185-194. doi: 10.1007/s00276-016-1694-x. Epub 2016 May 13.","Hutchinson EF","Surg Radiol Anat","2017","2016/05/15","","","10.1007/s00276-016-1694-x"
"26901355","A Non-Destructive Method for Distinguishing Reindeer Antler (Rangifer tarandus) from Red Deer Antler (Cervus elaphus) Using X-Ray Micro-Tomography Coupled with SVM Classifiers","Lefebvre A, Rochefort GY, Santos F, Le Denmat D, Salmon B, Pétillon JM.","PLoS One. 2016 Feb 22;11(2):e0149658. doi: 10.1371/journal.pone.0149658. eCollection 2016.","Lefebvre A","PLoS One","2016","2016/02/23","PMC4762490","","10.1371/journal.pone.0149658"
"26293309","Patterns of activity adaptation in humeral trabecular bone in Neolithic humans and present-day people","Scherf H, Wahl J, Hublin JJ, Harvati K.","Am J Phys Anthropol. 2016 Jan;159(1):106-15. doi: 10.1002/ajpa.22835. Epub 2015 Aug 21.","Scherf H","Am J Phys Anthropol","2016","2015/08/22","","","10.1002/ajpa.22835"
"26104807","Apparent- and Tissue-Level Yield Behaviors of L4 Vertebral Trabecular Bone and Their Associations with Microarchitectures","Gong H, Wang L, Fan Y, Zhang M, Qin L.","Ann Biomed Eng. 2016 Apr;44(4):1204-23. doi: 10.1007/s10439-015-1368-6. Epub 2015 Jun 24.","Gong H","Ann Biomed Eng","2016","2015/06/25","","","10.1007/s10439-015-1368-6"
"25625675","Effect of elasticity on stress distribution in CAD/CAM dental crowns: Glass ceramic vs. polymer-matrix composite","Duan Y, Griggs JA.","J Dent. 2015 Jun;43(6):742-9. doi: 10.1016/j.jdent.2015.01.008. Epub 2015 Jan 24.","Duan Y","J Dent","2015","2015/01/28","","","10.1016/j.jdent.2015.01.008"
"25468191","Dietary boron does not affect tooth strength, micro-hardness, and density, but affects tooth mineral composition and alveolar bone mineral density in rabbits fed a high-energy diet","Hakki SS, SiddikMalkoc, Dundar N, Kayis SA, Hakki EE, Hamurcu M, Baspinar N, Basoglu A, Nielsen FH, Götz W.","J Trace Elem Med Biol. 2015 Jan;29:208-15. doi: 10.1016/j.jtemb.2014.10.007.","Hakki SS","J Trace Elem Med Biol","2015","2014/12/04","","","10.1016/j.jtemb.2014.10.007"
"25294050","Endoscopic skull base training using 3D printed models with pre-existing pathology","Narayanan V, Narayanan P, Rajagopalan R, Karuppiah R, Rahman ZA, Wormald PJ, Van Hasselt CA, Waran V.","Eur Arch Otorhinolaryngol. 2015 Mar;272(3):753-7. doi: 10.1007/s00405-014-3300-3. Epub 2014 Oct 8.","Narayanan V","Eur Arch Otorhinolaryngol","2015","2014/10/09","","","10.1007/s00405-014-3300-3"
"25086673","Glucocorticoid-induced osteoporosis in growing rats","Lin S, Huang J, Zheng L, Liu Y, Liu G, Li N, Wang K, Zou L, Wu T, Qin L, Cui L, Li G.","Calcif Tissue Int. 2014 Oct;95(4):362-73. doi: 10.1007/s00223-014-9899-7. Epub 2014 Aug 3.","Lin S","Calcif Tissue Int","2014","2014/08/04","","","10.1007/s00223-014-9899-7"
"24839056","Bone quality in prehistoric, Cis-Baikal forager femora: a micro-CT analysis of cortical canal microstructure","Faccia K, Buie H, Weber A, Bazaliiskii VI, Goriunova OI, Boyd S, Hallgrímsson B, Katzenberg MA.","Am J Phys Anthropol. 2014 Aug;154(4):486-97. doi: 10.1002/ajpa.22533. Epub 2014 May 19.","Faccia K","Am J Phys Anthropol","2014","2014/05/20","","","10.1002/ajpa.22533"
"24333915","A probabilistic damage model based on direct 3-D correlation of strain to damage formation following fatigue loading of rat femora","Gargac JA, Turnbull TL, Roeder RK, Niebur GL.","J Mech Behav Biomed Mater. 2014 Feb;30:234-43. doi: 10.1016/j.jmbbm.2013.11.009. Epub 2013 Nov 25.","Gargac JA","J Mech Behav Biomed Mater","2014","2013/12/17","","","10.1016/j.jmbbm.2013.11.009"
"23643862","Architecture of cortical bone determines in part its remodelling and structural decay","Bui M, Bjørnerem A, Ghasem-Zadeh A, Dite GS, Hopper JL, Seeman E.","Bone. 2013 Aug;55(2):353-8. doi: 10.1016/j.bone.2013.04.020. Epub 2013 May 1.","Bui M","Bone","2013","2013/05/07","","","10.1016/j.bone.2013.04.020"
"29170580","Introducing Anisotropic Minkowski Functionals and Quantitative Anisotropy Measures for Local Structure Analysis in Biomedical Imaging","Wismüller A, De T, Lochmüller E, Eckstein F, Nagarajan MB.","Proc SPIE Int Soc Opt Eng. 2013 Mar 29;8672:86720I. doi: 10.1117/12.2007192.","Wismüller A","Proc SPIE Int Soc Opt Eng","2013","2017/11/25","PMC5697726","NIHMS887990","10.1117/12.2007192"
"23334951","Full supervised learning for osteoporosis diagnosis using micro-CT images","Xu Y, Li D, Chen Q, Fan Y.","Microsc Res Tech. 2013 Apr;76(4):333-41. doi: 10.1002/jemt.22171. Epub 2013 Jan 17.","Xu Y","Microsc Res Tech","2013","2013/01/22","","","10.1002/jemt.22171"
"23274676","Near infrared (NIR) absorption spectra correlates with subchondral bone micro-CT parameters in osteoarthritic rat models","Afara IO, Prasadam I, Crawford R, Xiao Y, Oloyede A.","Bone. 2013 Apr;53(2):350-7. doi: 10.1016/j.bone.2012.12.042. Epub 2012 Dec 27.","Afara IO","Bone","2013","2013/01/01","","","10.1016/j.bone.2012.12.042"
"23268378","Mechanical competence of bone: a new parameter to grade trabecular bone fragility from tortuosity and elasticity","Roque WL, Arcaro K, Alberich-Bayarri A.","IEEE Trans Biomed Eng. 2013 May;60(5):1363-70. doi: 10.1109/TBME.2012.2234457. Epub 2012 Dec 20.","Roque WL","IEEE Trans Biomed Eng","2013","2012/12/27","","","10.1109/TBME.2012.2234457"
"21859613","Estimation of mouse organ locations through registration of a statistical mouse atlas with micro-CT images","Wang H, Stout DB, Chatziioannou AF.","IEEE Trans Med Imaging. 2012 Jan;31(1):88-102. doi: 10.1109/TMI.2011.2165294. Epub 2011 Aug 18.","Wang H","IEEE Trans Med Imaging","2012","2011/08/24","PMC3267384","NIHMS349579","10.1109/TMI.2011.2165294"
"21381487","Validation of a morphometric reconstruction technique applied to a juvenile pelvis","Watson PJ, O'Higgins P, Fagan MJ, Dobson CA.","Proc Inst Mech Eng H. 2011 Jan;225(1):48-57. doi: 10.1243/09544119JEIM810.","Watson PJ","Proc Inst Mech Eng H","2011","2011/03/09","","","10.1243/09544119JEIM810"
"21316489","Evaluation of 3-D bioactive glass scaffolds dissolution in a perfusion flow system with X-ray microtomography","Yue S, Lee PD, Poologasundarampillai G, Jones JR.","Acta Biomater. 2011 Jun;7(6):2637-43. doi: 10.1016/j.actbio.2011.02.009. Epub 2011 Feb 26.","Yue S","Acta Biomater","2011","2011/02/15","","","10.1016/j.actbio.2011.02.009"
"20719359","Mandibular molar root morphology in Neanderthals and Late Pleistocene and recent Homo sapiens","Kupczik K, Hublin JJ.","J Hum Evol. 2010 Nov;59(5):525-41. doi: 10.1016/j.jhevol.2010.05.009. Epub 2010 Aug 16.","Kupczik K","J Hum Evol","2010","2010/08/20","","","10.1016/j.jhevol.2010.05.009"
"20443577","Three-dimensional mineralization of dense nanofibrillar collagen-bioglass hybrid scaffolds","Marelli B, Ghezzi CE, Barralet JE, Boccaccini AR, Nazhat SN.","Biomacromolecules. 2010 Jun 14;11(6):1470-9. doi: 10.1021/bm1001087.","Marelli B","Biomacromolecules","2010","2010/05/07","","","10.1021/bm1001087"
"19492084","Complete primate skeleton from the Middle Eocene of Messel in Germany: morphology and paleobiology","Franzen JL, Gingerich PD, Habersetzer J, Hurum JH, von Koenigswald W, Smith BH.","PLoS One. 2009 May 19;4(5):e5723. doi: 10.1371/journal.pone.0005723.","Franzen JL","PLoS One","2009","2009/06/04","PMC2683573","","10.1371/journal.pone.0005723"
"19081191","Unravelling the relationship between age, nociception and joint destruction in naturally occurring osteoarthritis of Dunkin Hartley guinea pigs","McDougall JJ, Andruski B, Schuelert N, Hallgrímsson B, Matyas JR.","Pain. 2009 Feb;141(3):222-232. doi: 10.1016/j.pain.2008.10.013. Epub 2008 Dec 9.","McDougall JJ","Pain","2009","2008/12/17","","","10.1016/j.pain.2008.10.013"
"19013264","Micro-computed tomography assessment of fracture healing: relationships among callus structure, composition, and mechanical function","Morgan EF, Mason ZD, Chien KB, Pfeiffer AJ, Barnes GL, Einhorn TA, Gerstenfeld LC.","Bone. 2009 Feb;44(2):335-44. doi: 10.1016/j.bone.2008.10.039. Epub 2008 Oct 25.","Morgan EF","Bone","2009","2008/11/18","PMC2669651","NIHMS96216","10.1016/j.bone.2008.10.039"
"14667134","Architectural measures of the cancellous bone of the mandibular condyle identified by principal components analysis","Giesen EB, Ding M, Dalstra M, van Eijden TM.","Calcif Tissue Int. 2003 Sep;73(3):225-31. doi: 10.1007/s00223-002-0002-4.","Giesen EB","Calcif Tissue Int","2003","2003/12/12","","","10.1007/s00223-002-0002-4"
